Time since refrence of first frame,Checksum,Window Scaling factor,Calculated Window size value,Window size value,Capture Length,Next Sequence Number,Acknowledge Number,SRC PORT,SRC DEST,SRC IP,Dest IP,Offset,S.Address1,S.Address2,S.Address3,S.Address4,S.Address5,Adress1,Adress2,Adress3,Adress4,Adress5,Checksum 1,Irtt,Data,Labeled
118.458495,x,4,64224,16056,642,14,29157,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 959f0963c0a994b13b6b99c6c5dc924d8e79515564821639,0
118.458645,x,4,42736,42736,54,29745,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x735b,0.000164,x,0
118.458659,x,4,64224,16056,1078,14,29745,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 5c04a2968a2e02514b498a2e02514b8a314ee02514b8a314,0
118.458756,x,1,64224,16056,1514,14,30769,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, b7b085541503f1a75d585b8425c0a8facc6f61fb27639819,0
118.458761,x,4,64224,16056,642,14,32229,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 52d2d200e946ea28a2c0275a08a5a2980dc518a5a2801314,0
118.45885,x,4,64240,64240,54,30769,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.458866,x,4,64224,16056,1078,14,32817,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, f381e7358b9499a248ad8a4a7628c5697301b452e28c5170,0
118.458956,x,1,61168,61168,54,33841,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.45897,x,4,64224,16056,1078,14,33841,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 97145174025253a8a006e28a7507a5301b4514bf85002525,0
118.459103,x,4,64224,16056,1514,14,34865,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 12bd9b308633de8adb9b4b8f633a1c11594d04809f90e3d7,0
118.459109,x,4,64224,16056,642,14,36325,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, adbb8a923bbc9f9b81583a6cd398d240a70cc338a73c991b,0
118.459167,x,1,58096,58096,54,36913,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.459217,x,4,64224,16056,1078,14,36913,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, d7453a8e264e28e6dd1a33875db4cae9eeaca1b81f3100fa,0
118.459418,x,4,64224,16056,1514,14,37937,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 7ee9abc42f41485075a7ce051daa3b114d0013deafeccfa1,0
118.459424,x,4,64224,16056,642,14,39397,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 39580f66c0ceea4de314d6236fd68f9718cd1cac05dd93d6,0
118.45951,x,1,55024,55024,54,39985,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.459528,x,4,64224,16056,1078,14,39985,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 5212de948723aad3e601b9f4149f367a529a338a3518d270,0
118.459687,x,4,64224,16056,1514,14,41009,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, e4533ccecd4c66f4a1215c751c5337d377d55857177f1c2f,0
118.459693,x,4,64224,16056,642,14,42469,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 3706e0e2a712ca9ce722a059949c87423d8d4be66e180455,0
118.459774,x,1,51952,51952,54,43057,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.459789,x,4,64224,16056,1078,14,43057,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 27043123de82fdb355760446020645342b03d2a70c0ff150,0
118.459967,x,4,64224,16056,1514,14,44081,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 475534c2ca0f435403b71a371a4de31c0a038a005dfed46f,0
118.459973,x,4,64224,16056,642,14,45541,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 9807e5e2852abd48a9b8158a87f5c1ed4a608f1d2a56c292,0
118.460025,x,1,48880,48880,54,46129,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.460069,x,4,64224,16056,1078,14,46129,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 7ac7167248cd34c084bf1ef484ff00b552489bb3b474a83c,0
118.460354,x,4,64224,16056,1514,14,47153,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 7694fbc01029af93f75053b20264638c6ea4dcca33e60151,0
118.46036,x,4,64224,16056,642,14,48613,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 996e140fbb5209a1233b6aae051814feb33ee2b23a70073b,0
118.460453,x,1,45808,45808,54,49201,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.46047,x,4,64224,16056,1078,14,49201,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 30c88bf2e68d580039c9d8690a8ebb5a84ba01b69071f4a7,0
118.460623,x,4,64224,16056,1514,14,50225,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 4d2c4558f28771418d7d29a98158b301c0a43237f76ac797,0
118.460628,x,4,64224,16056,642,14,51685,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 82c6a3ef0a87631cee881fc69e22df8c281f8d0038053c16,0
118.460778,x,1,42736,42736,54,52273,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.460793,x,4,64224,16056,1078,14,52273,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 1119503934d2a0d4db491da8dbeb4ee32158c67045279586,0
118.460888,x,4,64224,16056,1514,14,53297,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 4843b1010e718a48a331af23e6f7a63c52139527269e1242,0
118.460894,x,4,64224,16056,642,14,54757,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 8031bf8a7346800f9854b6ae0212aa3efd2232e72cdc50f0,0
118.461043,x,1,39664,39664,54,55345,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.461057,x,4,64224,16056,1078,14,55345,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 0556c043cd2baa90018a9ad21c601e7e94d2f263ad003907,0
118.461153,x,4,64224,16056,1514,14,56369,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 87b50b193c01539470b9555a6af98a72714ee043b1f380a2,0
118.461159,x,4,64224,16056,642,14,57829,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, ce2a6668fa00b4ddf18c8519fa5480c32b311fbae9da9c0b,0
118.461229,x,1,36592,36592,54,58417,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.461285,x,4,64224,16056,1078,14,58417,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 232142e324d35b6ede41a97e407839a3391f728b81091c0c,0
118.461464,x,4,64224,16056,1514,14,59441,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, f4a78746000423143885890cb8e87ad38310a4609cd354a1,0
118.461469,x,4,64224,16056,642,14,60901,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, c9a44939e578a19d01cf3f4a2c039581393c5384918ee715,0
118.461619,x,1,33520,33520,54,61489,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.461633,x,4,64224,16056,1078,14,61489,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, e28680b0d284e3196a559895c95c1a859958938e9de904c3,0
118.461731,x,4,64224,16056,1514,14,62513,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 2418e0501f1d8547bd4700537827228b30b1202a5a82e15b,0
118.461736,x,4,64224,16056,642,14,63973,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 68e5014b9a433638c529e4e290ed519c668e54022cfdf1fa,0
118.461823,x,1,30448,30448,54,64561,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.461839,x,4,64224,16056,1078,14,64561,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 0e7e53c52005c6dc8439fad07775c52b60f1bf14c2147f13,0
118.461996,x,4,64224,16056,1514,14,65585,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 7b0aaf6510b175ae4ecf9b03f1a87cd0e41dc71507d92665,0
118.462001,x,4,64224,16056,642,14,67045,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 31914ec80b3f687c03919a4f39ba93f8541b0f04b608f4a6,0
118.462049,x,1,27376,27376,54,67633,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.462098,x,4,64224,16056,1078,14,67633,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 481f93cd34db0b8e68613da831458e941e9d69a819ce0649,0
118.46232,x,4,64224,16056,1514,14,68657,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, a8695588c0e28013cd6fee9a512393d0e290c800e8690480,0
118.462326,x,4,64224,16056,642,14,70117,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 3e553c8a560054de71903eb48410718cd349653efed4a093,0
118.462476,x,1,24304,24304,54,70705,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.462491,x,4,64224,16056,1078,14,70705,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 71cd28c134a573d2900a92b2a15001a66588e94aaa4669e9,0
118.462585,x,1,64224,16056,1514,14,71729,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 6d18c9c7348381c52b32038dd499503ef0a003702300734f,0
118.462591,x,4,64224,16056,642,14,73189,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 17834799b610c6a23744af028480942f3ed521dbd4554124,0
118.462739,x,1,21232,21232,54,73777,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.462754,x,4,64224,16056,1078,14,73777,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 5000e777a5003a21c934dc0dc49a5e980b4ae78e69008581,0
118.46285,x,4,64224,16056,1514,14,74801,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, e41143838a51f70d3496a00445e39a0a1ddd6a404014de9f,0
118.462855,x,1,64224,16056,642,14,76261,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 3d29aa72334c73d702a6c04bc39e282d971ed50c44838a90,0
118.463005,x,4,18160,18160,54,76849,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.463019,x,1,64224,16056,1078,14,76849,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 80e51b1c53411b39e6a46202edec6ab943d14d24049e60c0,0
118.463114,x,1,64224,16056,1514,14,77873,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, 18ef4d099e6a475f954d0030b6053473cd2b806983038a00,0
118.463119,x,4,64224,16056,642,14,79333,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, 1fe85ff3ee28fec7a9fcc1f595d8c86ed41e456c66cbfe78,0
118.463255,x,1,15088,15088,54,79921,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.463269,x,4,64224,16056,1078,14,79921,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, 5763189cf6a4c015b5fe83ff003ee28ff41ff9f7147f6454,0
118.463414,x,4,64224,16056,1514,14,80945,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5ed0,0.000164, a4fb3588ff009771ff007d1a3fb267fcc1fda11fe5673e0f,0
118.46342,x,1,64224,16056,642,14,82405,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5b68,0.000164, b8cc518a7e28c5017198a314fc518a02e3314629f8a31405,0
118.463572,x,4,12016,12016,54,82993,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x1b5b,0.000164,x,0
118.463587,x,1,64224,16056,1078,14,82993,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d1c,0.000164, b2b446d636b8b88a24927f29b0a7cc076abf53b940e99383,0
118.467514,x,0,64240,64240,54,84017,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x4b5a,0.000164,x,0
118.467529,x,0,64224,16056,1053,14,84017,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5d03,0.000164, 39107da63f7fca8fb4c7eff951451ed187220fb4c7eff951,0
118.511905,x,0,63241,63241,54,85016,14,4433,6648,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x4b59,0.000164,x,0
118.511953,x,0,64224,16056,54,15,85016,6648,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000164,x,0
120.033509,x,0,64148,16037,63,93,264,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5925,0.000138, 4241474c494d493f0a,0
120.202348,x,0,63968,63968,54,273,93,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x8f81,0.000138,x,0
130.033111,x,0,64148,16037,63,93,273,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x5925,0.000138, 4241474c494d493f0a,0
130.154928,x,0,63959,63959,54,282,93,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x8f81,0.000138,x,0
132.12901,x,0,63959,63959,54,282,93,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x8f80,0,x,0
132.129057,x,0,64148,16037,54,94,282,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.000138,x,0
132.129275,x,0,64233,64233,54,8,15,4433,6642,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xc5ec,0,x,0
132.129303,x,0,64224,16056,54,16,8,6642,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0.00014,x,0
132.129523,x,0,64148,16037,54,94,282,6641,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0,x,0
132.129609,x,0,63959,63959,54,283,94,4433,6641,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0x8f7f,0.000138,x,0
132.129785,x,0,64224,16056,54,16,8,6642,4433,114,111,0,25,b3,bf,91,ee,0c,29,7,ae,27,0x591c,0,x,0
132.129847,x,0,64233,64233,54,9,16,4433,6642,111,114,0,0c,29,7,ae,27,25,b3,bf,91,ee,0xc5eb,0.00014,x,0
